"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","getCategoryTree_ShouldNestChildrenUnderTheirParent()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.product.category.CategoryServiceTest.GetCategoryTree","io.github.filipchyla.shopapi.product.category.CategoryServiceTest$GetCategoryTree","getCategoryTree_ShouldNestChildrenUnderTheirParent"
"","3","updateStock_ReturnsForbidden_WhenUser()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.config.authorization.ProductAuthorizationTest","io.github.filipchyla.shopapi.config.authorization.ProductAuthorizationTest","updateStock_ReturnsForbidden_WhenUser"
"","190","refresh_ShouldReturnUnauthorized_WhenCookieIsReused()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.auth.AuthIntegrationTest","io.github.filipchyla.shopapi.auth.AuthIntegrationTest","refresh_ShouldReturnUnauthorized_WhenCookieIsReused"
"","6","getProductById_IsAccessible_WithoutAuthentication()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.config.authorization.ProductAuthorizationTest","io.github.filipchyla.shopapi.config.authorization.ProductAuthorizationTest","getProductById_IsAccessible_WithoutAuthentication"
"","6","updateCategory_ShouldOverrideParent_WhenParentIdIsNotNull()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.product.category.CategoryServiceTest.UpdateCategory","io.github.filipchyla.shopapi.product.category.CategoryServiceTest$UpdateCategory","updateCategory_ShouldOverrideParent_WhenParentIdIsNotNull"
"","6","updateStock_ShouldThrowNotFound_WhenProductDoesNotExist()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.product.ProductServiceTest.UpdateStock","io.github.filipchyla.shopapi.product.ProductServiceTest$UpdateStock","updateStock_ShouldThrowNotFound_WhenProductDoesNotExist"
"","7","getProduct_ShouldReturnProduct_WhenProductExists()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.product.controller.ProductControllerTest.GetProduct","io.github.filipchyla.shopapi.product.controller.ProductControllerTest$GetProduct","getProduct_ShouldReturnProduct_WhenProductExists"
"","3","shouldThrowWhenSerializationFails()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.auth.service.RefreshTokenServiceTest.CreateNewToken","io.github.filipchyla.shopapi.auth.service.RefreshTokenServiceTest$CreateNewToken","shouldThrowWhenSerializationFails"
"","1","doFilterInternal_ShouldNotSetAuthentication_WhenUsernameIsNull()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.security.filter.JwtAuthenticationFilterTest","io.github.filipchyla.shopapi.security.filter.JwtAuthenticationFilterTest","doFilterInternal_ShouldNotSetAuthentication_WhenUsernameIsNull"
"","1","doFilterInternal_ShouldContinueChainWithoutAuthentication_WhenNoAuthorizationHeader()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.security.filter.JwtAuthenticationFilterTest","io.github.filipchyla.shopapi.security.filter.JwtAuthenticationFilterTest","doFilterInternal_ShouldContinueChainWithoutAuthentication_WhenNoAuthorizationHeader"
"","370","getProducts_ReturnsAllProducts_WhenNoFiltersApplied()","","2026-08-30","passed","2026-08-30","","io.github.filipchyla.shopapi.product.ProductIntegrationTest.GetProducts","io.github.filipchyla.shopapi.product.ProductIntegrationTest$GetProducts","getProducts_ReturnsAllProducts_WhenNoFiltersApplied"
